period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-03-09,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-39328,megawatthours
2026-03-09,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-39244,megawatthours
2026-03-09,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-39296,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,D,Demand,Arizona,Arizona,42767,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,D,Demand,Central,Central,42720,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,D,Demand,Eastern,Eastern,42735,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,D,Demand,Mountain,Mountain,42741,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,D,Demand,Pacific,Pacific,42767,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,NG,Net generation,Arizona,Arizona,27187,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,NG,Net generation,Central,Central,27250,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,NG,Net generation,Eastern,Eastern,27344,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,NG,Net generation,Mountain,Mountain,27224,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,NG,Net generation,Pacific,Pacific,27187,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,TI,Total interchange,Arizona,Arizona,-15575,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,TI,Total interchange,Central,Central,-15465,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,TI,Total interchange,Eastern,Eastern,-15386,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,TI,Total interchange,Mountain,Mountain,-15512,megawatthours
2026-03-09,BANC,Balancing Authority of Northern California,TI,Total interchange,Pacific,Pacific,-15575,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,D,Demand,Arizona,Arizona,187950,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,D,Demand,Central,Central,186498,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,D,Demand,Eastern,Eastern,185797,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,D,Demand,Mountain,Mountain,187195,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,D,Demand,Pacific,Pacific,187950,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Arizona,Arizona,187193,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Central,Central,185578,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Eastern,Eastern,184642,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Mountain,Mountain,186407,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,Pacific,Pacific,187193,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,NG,Net generation,Arizona,Arizona,324129,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,NG,Net generation,Central,Central,322774,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,NG,Net generation,Eastern,Eastern,323056,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,NG,Net generation,Mountain,Mountain,323273,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,NG,Net generation,Pacific,Pacific,324129,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,TI,Total interchange,Arizona,Arizona,136179,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,TI,Total interchange,Central,Central,136276,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,TI,Total interchange,Eastern,Eastern,137259,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,TI,Total interchange,Mountain,Mountain,136078,megawatthours
2026-03-09,BPAT,Bonneville Power Administration,TI,Total interchange,Pacific,Pacific,136179,megawatthours
2026-03-09,CAL,California,D,Demand,Arizona,Arizona,686665,megawatthours
2026-03-09,CAL,California,D,Demand,Central,Central,686006,megawatthours
2026-03-09,CAL,California,D,Demand,Eastern,Eastern,685370,megawatthours
2026-03-09,CAL,California,D,Demand,Mountain,Mountain,686345,megawatthours
2026-03-09,CAL,California,D,Demand,Pacific,Pacific,686665,megawatthours
2026-03-09,CAL,California,DF,Day-ahead demand forecast,Arizona,Arizona,584528,megawatthours
2026-03-09,CAL,California,DF,Day-ahead demand forecast,Central,Central,72014,megawatthours
2026-03-09,CAL,California,DF,Day-ahead demand forecast,Eastern,Eastern,72103,megawatthours
2026-03-09,CAL,California,DF,Day-ahead demand forecast,Mountain,Mountain,71834,megawatthours
2026-03-09,CAL,California,DF,Day-ahead demand forecast,Pacific,Pacific,584528,megawatthours
2026-03-09,CAL,California,NG,Net generation,Arizona,Arizona,442913,megawatthours
2026-03-09,CAL,California,NG,Net generation,Central,Central,439501,megawatthours
2026-03-09,CAL,California,NG,Net generation,Eastern,Eastern,436838,megawatthours
2026-03-09,CAL,California,NG,Net generation,Mountain,Mountain,441238,megawatthours
2026-03-09,CAL,California,NG,Net generation,Pacific,Pacific,442913,megawatthours
2026-03-09,CAL,California,TI,Total interchange,Arizona,Arizona,-158388,megawatthours
2026-03-09,CAL,California,TI,Total interchange,Central,Central,-160633,megawatthours
2026-03-09,CAL,California,TI,Total interchange,Eastern,Eastern,-161993,megawatthours
2026-03-09,CAL,California,TI,Total interchange,Mountain,Mountain,-159546,megawatthours
2026-03-09,CAL,California,TI,Total interchange,Pacific,Pacific,-158388,megawatthours
2026-03-09,CAR,Carolinas,D,Demand,Arizona,Arizona,537062,megawatthours
2026-03-09,CAR,Carolinas,D,Demand,Central,Central,536551,megawatthours
2026-03-09,CAR,Carolinas,D,Demand,Eastern,Eastern,536281,megawatthours
2026-03-09,CAR,Carolinas,D,Demand,Mountain,Mountain,536832,megawatthours
2026-03-09,CAR,Carolinas,D,Demand,Pacific,Pacific,537062,megawatthours
2026-03-09,CAR,Carolinas,DF,Day-ahead demand forecast,Arizona,Arizona,539961,megawatthours
2026-03-09,CAR,Carolinas,DF,Day-ahead demand forecast,Central,Central,538834,megawatthours
2026-03-09,CAR,Carolinas,DF,Day-ahead demand forecast,Eastern,Eastern,538259,megawatthours
2026-03-09,CAR,Carolinas,DF,Day-ahead demand forecast,Mountain,Mountain,539413,megawatthours
2026-03-09,CAR,Carolinas,DF,Day-ahead demand forecast,Pacific,Pacific,539961,megawatthours
2026-03-09,CAR,Carolinas,NG,Net generation,Arizona,Arizona,533787,megawatthours
2026-03-09,CAR,Carolinas,NG,Net generation,Central,Central,533787,megawatthours
2026-03-09,CAR,Carolinas,NG,Net generation,Eastern,Eastern,532055,megawatthours
2026-03-09,CAR,Carolinas,NG,Net generation,Mountain,Mountain,533787,megawatthours
2026-03-09,CAR,Carolinas,NG,Net generation,Pacific,Pacific,533787,megawatthours
2026-03-09,CAR,Carolinas,TI,Total interchange,Eastern,Eastern,-3798,megawatthours
2026-03-09,CENT,Central,D,Demand,Arizona,Arizona,788736,megawatthours
2026-03-09,CENT,Central,D,Demand,Central,Central,788736,megawatthours
2026-03-09,CENT,Central,D,Demand,Eastern,Eastern,788736,megawatthours
2026-03-09,CENT,Central,D,Demand,Mountain,Mountain,788736,megawatthours
2026-03-09,CENT,Central,D,Demand,Pacific,Pacific,788736,megawatthours
2026-03-09,CENT,Central,DF,Day-ahead demand forecast,Arizona,Arizona,834545,megawatthours
2026-03-09,CENT,Central,DF,Day-ahead demand forecast,Central,Central,839933,megawatthours
2026-03-09,CENT,Central,DF,Day-ahead demand forecast,Eastern,Eastern,838897,megawatthours
2026-03-09,CENT,Central,DF,Day-ahead demand forecast,Mountain,Mountain,837315,megawatthours
2026-03-09,CENT,Central,DF,Day-ahead demand forecast,Pacific,Pacific,834545,megawatthours
2026-03-09,CENT,Central,NG,Net generation,Arizona,Arizona,809568,megawatthours
2026-03-09,CENT,Central,NG,Net generation,Central,Central,809568,megawatthours
2026-03-09,CENT,Central,NG,Net generation,Eastern,Eastern,809568,megawatthours
2026-03-09,CENT,Central,NG,Net generation,Mountain,Mountain,809568,megawatthours
2026-03-09,CENT,Central,NG,Net generation,Pacific,Pacific,809568,megawatthours
2026-03-09,CENT,Central,TI,Total interchange,Central,Central,20808,megawatthours
2026-03-09,CENT,Central,TI,Total interchange,Eastern,Eastern,20808,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Arizona,Arizona,5844,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Central,Central,5766,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Eastern,Eastern,5721,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Mountain,Mountain,5808,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,Pacific,Pacific,5844,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Arizona,Arizona,6260,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Central,Central,6156,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Eastern,Eastern,6096,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Mountain,Mountain,6208,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,Pacific,Pacific,6260,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Arizona,Arizona,28707,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Central,Central,28784,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Eastern,Eastern,28773,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Mountain,Mountain,28723,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,Pacific,Pacific,28707,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Arizona,Arizona,22863,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Central,Central,23018,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Eastern,Eastern,23052,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Mountain,Mountain,22915,megawatthours
2026-03-09,CHPD,Public Utility District No. 1 of Chelan County,TI,Total interchange,Pacific,Pacific,22863,megawatthours
2026-03-09,CISO,California Independent System Operator,D,Demand,Arizona,Arizona,566170,megawatthours
2026-03-09,CISO,California Independent System Operator,D,Demand,Central,Central,564766,megawatthours
2026-03-09,CISO,California Independent System Operator,D,Demand,Eastern,Eastern,563913,megawatthours
2026-03-09,CISO,California Independent System Operator,D,Demand,Mountain,Mountain,565545,megawatthours
2026-03-09,CISO,California Independent System Operator,D,Demand,Pacific,Pacific,566170,megawatthours
2026-03-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,512909,megawatthours
2026-03-09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,512909,megawatthours
2026-03-09,CISO,California Independent System Operator,NG,Net generation,Arizona,Arizona,354588,megawatthours
2026-03-09,CISO,California Independent System Operator,NG,Net generation,Central,Central,351064,megawatthours
2026-03-09,CISO,California Independent System Operator,NG,Net generation,Eastern,Eastern,348485,megawatthours
2026-03-09,CISO,California Independent System Operator,NG,Net generation,Mountain,Mountain,352762,megawatthours
2026-03-09,CISO,California Independent System Operator,NG,Net generation,Pacific,Pacific,354588,megawatthours
2026-03-09,CISO,California Independent System Operator,TI,Total interchange,Arizona,Arizona,-132982,megawatthours
2026-03-09,CISO,California Independent System Operator,TI,Total interchange,Central,Central,-134575,megawatthours
2026-03-09,CISO,California Independent System Operator,TI,Total interchange,Eastern,Eastern,-135645,megawatthours
2026-03-09,CISO,California Independent System Operator,TI,Total interchange,Mountain,Mountain,-133973,megawatthours
2026-03-09,CISO,California Independent System Operator,TI,Total interchange,Pacific,Pacific,-132982,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,D,Demand,Arizona,Arizona,141165,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,D,Demand,Central,Central,141069,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,D,Demand,Eastern,Eastern,141002,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,D,Demand,Mountain,Mountain,141127,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,D,Demand,Pacific,Pacific,141165,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Arizona,Arizona,139397,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Central,Central,139092,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Eastern,Eastern,138963,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Mountain,Mountain,139246,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,Pacific,Pacific,139397,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,NG,Net generation,Arizona,Arizona,138603,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,NG,Net generation,Central,Central,138603,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,NG,Net generation,Eastern,Eastern,137753,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,NG,Net generation,Mountain,Mountain,138603,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,NG,Net generation,Pacific,Pacific,138603,megawatthours
2026-03-09,CPLE,Duke Energy Progress East,TI,Total interchange,Eastern,Eastern,-3249,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,D,Demand,Arizona,Arizona,10901,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,D,Demand,Central,Central,10900,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,D,Demand,Eastern,Eastern,10890,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,D,Demand,Mountain,Mountain,10902,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,D,Demand,Pacific,Pacific,10901,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Arizona,Arizona,11084,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Central,Central,11079,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Eastern,Eastern,11070,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Mountain,Mountain,11083,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,Pacific,Pacific,11084,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,NG,Net generation,Arizona,Arizona,13033,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,NG,Net generation,Central,Central,13033,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,NG,Net generation,Eastern,Eastern,12902,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,NG,Net generation,Mountain,Mountain,13033,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,NG,Net generation,Pacific,Pacific,13033,megawatthours
2026-03-09,CPLW,Duke Energy Progress West,TI,Total interchange,Eastern,Eastern,2012,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",NG,Net generation,Arizona,Arizona,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",NG,Net generation,Central,Central,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",NG,Net generation,Eastern,Eastern,-79,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",NG,Net generation,Mountain,Mountain,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",NG,Net generation,Pacific,Pacific,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",TI,Total interchange,Arizona,Arizona,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",TI,Total interchange,Central,Central,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",TI,Total interchange,Eastern,Eastern,-79,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",TI,Total interchange,Mountain,Mountain,-77,megawatthours
2026-03-09,DEAA,"Arlington Valley, LLC",TI,Total interchange,Pacific,Pacific,-77,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,D,Demand,Arizona,Arizona,6746,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,D,Demand,Central,Central,6688,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,D,Demand,Eastern,Eastern,6655,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,D,Demand,Mountain,Mountain,6717,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,D,Demand,Pacific,Pacific,6746,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Arizona,Arizona,6950,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Central,Central,6914,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Eastern,Eastern,6895,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Mountain,Mountain,6932,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,Pacific,Pacific,6950,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,NG,Net generation,Arizona,Arizona,13125,megawatthours
